liver ERa chipseq binding genes doi 10.3390 ijms22031461
ABCB1
ABCB11
ABCC3
ABCG5
ABCG8
AHRR
AHRR
ALDH1A1
ALDH2
ARNT
CEBPA
CEBPB
CEBPD
CEBPG
CES1
CES2
CYP11A1
CYP17A1
CYP1A1
CYP1A2
CYP1B1
CYP21A2
CYP24A1
CYP27A1
CYP27B1
CYP2A6
CYP2B6
CYP2C18
CYP2D6
CYP2E1
CYP2J2
CYP2R1
CYP3A5
CYP3A7
CYP4B1
CYP4F2
CYP7A1
CYP7B1
CYP8B1
DBP
EPHX1
EPHX2
ESR1
FMO2
FMO4
FMO5
FOXA1
FOXA3
gene regulated by ESR1 in human liver
GSTA2
GSTA3
GSTA4
GSTK1
GSTM1
GSTM2
GSTM3
GSTM4
GSTM5
GSTO1
GSTO2
GSTP1
GSTZ1
HNF4A
HNF4G
HSD17B1
HSD17B2
HSD17B4
HSD17B7
HSD17B8
HSD3B1
HSD3B2
MGST1
MGST2
MGST3
NCOA1
NCOA2
NCOA3
NCOR1
NCOR2
NFE2L2
NQO1
NQO2
NR0B2
NR1D2
NR1D2
NR1H2
NR1H3
NR1H4
NR1I2
NR1I3
NR2F1
NR3C1
NR5A2
ONECUT1
POR
PPARA
PPARD
PPARG
RXRB
SCAP
SLC10A1
SLC51A
SLC51B
SLCO4C1
SREBF1
SREBF2
STAR
SULT1A1
SULT1A2
SULT1B1
SULT2A1
SULT2B1
SULT4A1
SULT6B1
THRA
THRB
UGT1A1
UGT1A10
UGT1A3
UGT1A4
UGT1A5
UGT1A6
UGT1A7
UGT1A9
UGT3A1
USF1
VDR
YY1
